,Adlercreutzia_26dap_M,Adlercreutzia_cgly,Adlercreutzia_co2,Adlercreutzia_glu_L,Adlercreutzia_mg2,Adlercreutzia_ser_L,Blautia_26dap_M,Blautia_cgly,Blautia_co2,Blautia_glu_L,Blautia_mg2,Blautia_ser_L,Butyricimonas_26dap_M,Butyricimonas_cgly,Butyricimonas_glu_L,Butyricimonas_mg2,Butyricimonas_ocdca,Butyricimonas_ser_L,Enterobacter_26dap_M,Enterobacter_cgly,Enterobacter_co2,Enterobacter_dgsn,Enterobacter_kestopt,Enterobacter_mg2,Enterobacter_ocdca,Faecalibacterium_26dap_M,Faecalibacterium_glu_L,Faecalibacterium_mg2,Faecalibacterium_ocdca,Faecalibacterium_ser_L,Roseburia_26dap_M,Roseburia_co2,Roseburia_mg2,Roseburia_ocdca,Roseburia_ser_L,Collinsella_26dap_M,Collinsella_amylopect900,Collinsella_cgly,Collinsella_co2,Collinsella_dgsn,Collinsella_glu_L,Collinsella_mg2,Collinsella_ser_L,Fusobacterium_26dap_M,Fusobacterium_cgly,Fusobacterium_mg2,Fusobacterium_pydx5p,Fusobacterium_ser_L,Roseburia_glu_L,Veillonella_26dap_M,Veillonella_cgly,Veillonella_mg2,Veillonella_ocdca,Veillonella_ser_L,Dialister_26dap_M,Dialister_cgly,Dialister_co2,Dialister_mg2,Dialister_ocdca,Dialister_ser_L,Actinomyces_26dap_M,Actinomyces_cgly,Actinomyces_mg2,Actinomyces_ocdca,Actinomyces_ser_L,Roseburia_amylopect900,Roseburia_cgly,Roseburia_kestopt,Roseburia_melib,Rothia_26dap_M,Rothia_cgly,Rothia_mg2,Rothia_ser_L,Faecalibacterium_co2,Veillonella_glu_L,Dialister_glu_L,Fusobacterium_glu_L,Turicibacter_26dap_M,Turicibacter_cellb,Turicibacter_cgly,Turicibacter_co2,Turicibacter_glu_L,Turicibacter_mg2,Turicibacter_ser_L,Faecalibacterium_kestopt,Turicibacter_dgsn,Faecalibacterium_cgly,Methanobrevibacter_cgly,Methanobrevibacter_co2,Methanobrevibacter_glu_L,Methanobrevibacter_mg2,Methanobrevibacter_ser_L,Enterobacter_ser_L,Faecalibacterium_cellb,Actinomyces_glu_L,Collinsella_cellb,Faecalibacterium_melib,Rothia_glu_L,Enterobacter_glu_L,Parvimonas_26dap_M,Parvimonas_cgly,Parvimonas_co2,Parvimonas_dgsn,Parvimonas_glu_L,Sutterella_26dap_M,Sutterella_cgly,Sutterella_co2,Sutterella_glu_L,Sutterella_mg2,Sutterella_ocdca,Bulleidia_26dap_M,Bulleidia_cgly,Bulleidia_co2,Bulleidia_dgsn,Bulleidia_mg2,Bulleidia_ocdca,Bulleidia_ser_L,Parvimonas_mg2,Parvimonas_pydxn,Sutterella_ser_L,Blautia_cellb,Mobiluncus_26dap_M,Mobiluncus_cgly,Mobiluncus_co2,Mobiluncus_mg2,Mobiluncus_ocdca,Mobiluncus_ser_L,Actinomyces_cellb,Actinomyces_co2,Actinomyces_pydxn,Adlercreutzia_ocdca,Blautia_4hphac,Blautia_melib,Blautia_ocdca,Blautia_pydxn,Collinsella_ocdca,Collinsella_pydxn,Enterobacter_cellb,Enterobacter_pydxn,Faecalibacterium_pydxn,Fusobacterium_cellb,Fusobacterium_co2,Fusobacterium_dgsn,Fusobacterium_melib,Fusobacterium_pydxn,Rothia_co2,Rothia_ocdca,Sutterella_dgsn,Turicibacter_ocdca,Veillonella_pydxn,Selenomonas_26dap_M,Selenomonas_co2,Selenomonas_mg2,Selenomonas_ocdca,Actinomyces_melib,Bulleidia_cellb,Bulleidia_pydxn,Butyricimonas_co2,Butyricimonas_pydxn,Enterobacter_melib,Fusobacterium_ocdca,Roseburia_cellb,Turicibacter_melib,Veillonella_co2,Dialister_pydxn,Rothia_pydxn
MI_349_H,-4.36255113254576e-05,-1.20057479490172e-05,0.00599046188668893,0.000138012327938977,-4.35129523883896e-07,-4.25860625645439e-05,-0.000453793599760934,-0.00895313279519788,0.00634649326029458,-0.00362429026716575,-6.4627691106134e-05,0,-9.83207537591733e-09,-5.37606376880281e-08,-3.84884056665342e-07,-3.60021323653042e-09,-1.00088712493061e-07,-3.3561782614251e-07,-5.35301855160383e-08,-1.6488295241142e-07,1.67980380916457e-06,-3.461711395657e-08,-2.47351900557021e-07,-6.42069267866891e-09,-1.64434555848692e-07,0,0,-0.00113079805525793,-0.00590920468704796,-0.0504483350220296,-0.0925174009609544,0.301686292963341,-0.00113809739585855,-0.00331870234453874,-0.0353144300642792,-1.47237919803083e-05,-6.19533008578343e-08,-2.8716537021155e-05,0.000169630018381152,-4.17216203608431e-05,-9.33128563815306e-05,-3.1587620323289e-06,-6.73826254251042e-05,-1.48428023308917e-06,-9.84280529363691e-07,-4.58394338271123e-08,-4.58394338271123e-08,-1.38322993666606e-06,-0.0490651876266882,-3.82739401562054e-08,-2.04935495286191e-07,-1.95543137543322e-08,-1.66490876434249e-07,-7.28372966431833e-07,-0.000330255643603007,-4.33151609319754e-05,0.00127412163219128,-1.62892940730659e-06,-4.48114718656563e-05,-0.000137560655442517,-1.58921736081537e-07,-5.37539931610468e-07,-2.5444297507008e-08,-9.05312455894115e-07,-1.4384832939091e-06,-1.56380466991422e-05,-0.0136247531316248,0,0,-4.2574249056723e-08,-2.99881506974345e-07,-2.12455116202929e-08,-9.2001937042948e-07,0,0,0,0,0,0,0,0,0,0,0,-0.00282091964809944,0,-0.0473927356271287,-1.81781921801597e-05,0.000692475522106662,-0.000153404753102505,-8.68650941256297e-07,-3.80337759112624e-05,0,0,0,0,0,0,0,0,0,0,0,0,-8.62086747669849e-06,-2.27212509823188e-07,0.000374167881781295,-0.000222873688279333,-8.00244440781755e-07,-6.25056368053558e-06,0,0,0,0,0,0,0,0,0,4.30627600257112e-05,0,-1.33022802704885e-09,-2.29930972724133e-08,3.54913451983916e-08,-2.07284626345552e-09,-4.45357426338815e-08,-1.65758398237128e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_350_H,-0.0175054866399977,-0.00481751282539257,2.03499723451687,-0.0262926825864564,-0.000174603204308418,0.238537577929166,-1.11688987834586e-05,-3.70639904241838e-05,7.32472400981177e-05,-9.6108008852826e-05,-1.59063534821405e-06,-2.01375566317302e-05,-3.45226157462242e-09,-1.88765623351683e-08,-1.35141400844535e-07,-1.26411539189013e-09,-3.51433856009253e-08,-1.17842925389696e-07,-0.000376901653343481,-0.00116092736785677,0,-0.000243736265033152,0,-4.5207571445379e-05,-0.00115777024437183,-0.000816703815224891,-0.00637257190970704,-0.000169191745742155,-0.000884144301717357,-0.00502262402163566,-1.72649539451264e-05,3.60374298121922e-05,-3.45406666147735e-07,-1.00720897608157e-06,-1.07177466531397e-05,-3.88539360974103e-05,-1.57e-05,-7.57787461172425e-05,0.000383725907870227,-0.00011009726119118,-0.000246238996296855,-8.33551155267429e-06,-0.000177812904844361,-3.21524168274444e-07,-2.09308522590316e-07,-9.92971913717337e-09,-9.92971913717337e-09,-2.9963469498832e-07,0,-6.48185456946954e-07,-3.47066978509641e-06,-3.31160621153894e-07,-2.81959381183637e-06,-1.23353060110244e-05,-2.35892261074816e-06,-3.67805538658748e-07,1.14426178250856e-05,-1.38318603740705e-08,-3.80511285033044e-07,-1.16807994902163e-06,-2.4670446868742e-07,-8.34457931910547e-07,-3.94988253486638e-08,-1.41243988540971e-06,-2.23305046552914e-06,0,0,0,0,-5.53767331468882e-08,-3.90058745728658e-07,-2.76342402657197e-08,-1.19667799890873e-06,0,0,0,0,-2.97634223604715e-05,0,-0.000101670570329072,0.000145728432311874,-0.000454925023363897,-3.68487614806286e-06,-0.00101151605533926,0,-0.000161629489041562,0,-1.35517127145003e-06,5.16235566463828e-05,-1.1436215012365e-05,-6.47573085839286e-08,-2.83539088754744e-06,-0.00312544751632307,0,0,0,0,-2.37364439486299e-06,0,-9.13046648387245e-08,-1.47685355605526e-07,1.38103589628818e-05,3.56452674795032e-07,-8.32156141380207e-07,-5.01028933192314e-07,-1.32051724159269e-08,2.17459478585448e-05,-1.54557363689178e-05,-4.65087323916864e-08,-3.63271244010436e-07,-1.82365735545889e-05,-4.08051233550093e-06,0.000968553177994225,5.55575905906406e-06,-4.44823992703577e-07,-1.16456408200985e-05,-1.35867658402377e-05,-8.47548702634883e-09,-8.47548702634883e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_351_H,-4.84904463466443e-08,-1.33445788733583e-08,6.65849320460796e-06,1.53402886975337e-07,0,-4.73350825964031e-08,-6.16071980841864e-07,-2.0444348580138e-06,7.51842559246605e-06,-5.30127925202601e-06,-8.77388083436334e-08,-4.47387593436533e-06,0,-5.99242645289144e-10,-4.29010797052197e-09,0,-1.11563827025219e-09,-3.74096220939389e-09,-1.45679204382074e-06,-4.48719112252403e-06,4.57148579026975e-05,-9.42084091542289e-07,-6.75963866017237e-06,-1.74735318399009e-07,-4.47498827774099e-06,-3.32327543869315e-06,-2.59308347947458e-05,-6.88463507299386e-07,-3.59769966465591e-06,-2.04377189597133e-05,-1.16037249844523e-05,3.74592311348413e-05,-2.3214680876147e-07,-6.76942203116708e-07,-7.20336613763013e-06,-4.211953121449e-07,-1.52618967359655e-08,-8.21477971878591e-07,4.28339025692623e-06,-1.19350714371532e-06,-2.6693488826326e-06,-9.03609451952043e-08,-1.92757721564029e-06,-7.94951280153149e-09,-3.47435955134605e-09,0,0,-8.58316645816039e-09,0,0,0,0,0,0,-6.28766828952233e-08,-9.80379437459303e-09,3.05001041238464e-07,0,-1.01424638935011e-08,-3.11349733205567e-08,-8.38181006223039e-10,-2.83507952953122e-09,0,-4.79701206456023e-09,-7.46134232867657e-09,0,0,0,0,0,0,0,0,1.55751516179502e-05,0,0,0,-2.85594238928432e-10,0,-9.75577633609571e-10,1.36297569634221e-09,-2.78732714872133e-09,0,-9.70597918780227e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_352_H,-3.43489710419866e-05,-9.45284252513819e-06,0.00471664848439103,0.000108665349970276,-3.42603466671106e-07,-3.35305509409157e-05,-1.0262200771636e-05,-3.40551130872712e-05,6.73009844952964e-05,-8.83059021065329e-05,-1.46150660099177e-06,-7.45234558518732e-05,0,0,0,0,0,0,-4.27471485048232e-05,-0.000131669187855382,0.00115798180770944,-2.76438965575138e-05,-0.000208101517621243,-5.12731836800112e-06,-0.000131311115596315,-1.10145548007925e-05,-8.59443058951925e-05,-2.28182080281521e-06,-1.19240974286285e-05,-6.77381034577987e-05,-7.15179790084744e-06,2.30874870747509e-05,-1.43080524729195e-07,-4.17224109820939e-07,-4.43969663975712e-06,-1.43935876890885e-05,-4.75032398014127e-07,-2.80725233210131e-05,0.000146658384873011,-4.07859471254278e-05,-9.12201681905828e-05,-3.08792180452534e-06,-6.58714636198582e-05,-1.61786320446142e-07,-1.05321027310771e-07,-4.99649133963598e-09,-4.99649133963598e-09,-1.50771853451414e-07,0,-4.36770166972248e-09,-2.33865941497998e-08,-2.23147678254461e-09,-1.89994151641461e-08,-8.31196320180599e-08,-2.43687288209052e-07,-3.79959621802062e-08,1.1820737548161e-06,-1.42889322866529e-09,-3.93085227807602e-08,-1.20667898934663e-07,-3.03356458317255e-09,-1.02607870942077e-08,-4.85691395426007e-10,-1.73614598709113e-08,-2.70042671727835e-08,0,0,0,0,-1.83441854014685e-10,-1.29211485446986e-09,0,-3.96413472416505e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.8614918450052e-09,2.61379960158329e-07,-5.79037481816647e-08,-3.2787866309893e-10,-1.43561274225449e-08,-0.000195631462572531,0,0,0,0,-7.86297247636934e-09,0,0,0,0,0,0,-2.93538360462587e-09,0,1.27403218820738e-07,-9.05506890503805e-08,-2.7248121114412e-10,-2.1283011480117e-09,-6.92312241632617e-06,-1.54907863231212e-06,0.00036769035575153,2.10912428074134e-06,-1.6886784932419e-07,-4.42101674268845e-06,-5.15792305349239e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_353_H,0,0,0,0,0,0,-2.60203416845664e-08,-8.63485034405615e-08,3.1754731416063e-07,-2.23904189433388e-07,-3.70572569941959e-09,-1.93816932379281e-07,0,0,0,0,0,0,-8.28592698441101e-06,-2.55222000724397e-05,0.00025723102384528,-5.35837632337805e-06,-6.05704011152478e-05,-9.93857768508071e-07,-2.54527928558756e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27071540580405e-07,-2.83206764240048e-07,-1.31893676055593e-08,-1.31893676055593e-08,-3.97996366763863e-07,0,-1.68025214298419e-10,-8.99680836942316e-10,0,-7.30906331499313e-10,-3.19760712574668e-09,-1.05680415759271e-07,-1.64777945944106e-08,5.12632590666445e-07,0,-1.70470157096983e-08,-5.23303198206755e-08,0,0,0,0,0,0,0,0,0,-5.11914560188056e-10,-3.60578784482543e-09,0,-1.10623515813611e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08857994827946e-10,-9.84828208265826e-10,9.20932953518507e-08,2.37697669894663e-09,-5.54916794798446e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_354_H,-1.55434065180709e-08,-4.27754805056405e-09,2.13435170171819e-06,4.91726435400889e-08,0,-1.51730595776063e-08,-4.02286859192232e-08,-1.33498893543188e-07,4.90943252041838e-07,-3.46166527015924e-07,-5.72922819661384e-09,-2.99650196489853e-07,0,0,0,0,0,0,-1.5236616042983e-07,-4.69316183702286e-07,4.78132579236297e-06,-9.85327565723482e-08,-7.04052470574828e-07,-1.82756006039918e-08,-4.68039885816257e-07,-1.6504010359618e-05,-0.000128777398678192,-3.41903915769204e-06,-1.7866852637296e-05,-0.000101497553140137,-1.18322567615628e-05,3.81969791142086e-05,-2.36718868408512e-07,-6.9027437057902e-07,-7.34523420730738e-06,-2.87031775458224e-07,0,-5.59812215305512e-07,3.49096105381133e-06,-8.13338763762946e-07,-1.81907995413747e-06,-6.1578231721962e-08,-1.31358515772776e-06,0,0,0,0,0,0,-1.13756084042587e-08,-6.09100064689982e-08,-5.81184521309936e-09,-4.94836697102055e-08,-2.16483738140387e-07,-2.3746340449901e-05,-1.49879430844131e-06,5.96373362386813e-05,-5.63643323029081e-08,-1.55056976679829e-06,-4.75988367598336e-06,0,0,0,0,0,0,0,0,0,-3.0813278151504e-08,-2.17040405682352e-07,-1.53765215718754e-08,-6.65867593531601e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.17074780983462e-08,3.49348181314473e-06,-7.73914308744346e-07,-4.38227225132515e-09,-1.91877258024943e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_355_H,-9.04197313947231e-08,-2.48835250696399e-08,1.24160368157945e-05,2.86049085552395e-07,-9.01864378802968e-10,-8.82653342334102e-08,-2.88555489353746e-09,-9.5757138654461e-09,3.52147645643475e-08,-2.86509779859562e-08,0,-2.14935454905719e-08,-1.17326238988213e-10,-6.41526146249244e-10,-4.59282471793075e-09,0,-1.19435945647313e-09,-4.00493037056553e-09,-0.0999948093106132,-0.0999914851373058,0.478198989064475,-0.00571313069262178,-0.002821167,-0.00105965669051488,-0.0169241799889344,-5.74448828376767e-08,-4.48230606865707e-07,-1.19005199070654e-08,-6.21884762590064e-08,-3.53278683265502e-07,-1.67003042970617e-09,5.40313621429621e-09,0,0,-1.03672231652129e-09,-1.88858013523609e-06,0,-7.25685294389591e-06,0.000174296043621441,-1.48333232082178e-05,-0.000282292526556722,-7.29895171570209e-06,-0.000251474640633294,0,0,0,0,0,0,-3.64547867367252e-09,-1.95194948441491e-08,-1.86249007755116e-09,-1.58577595336418e-08,-6.93753531716368e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69226182535155e-07,0,0,0,-2.09571444167801e-10,0,-7.15887037289286e-10,1.00016297989681e-09,-2.04536400355062e-09,0,-7.12232880846059e-09,0,0,0,0,0,0,0,0,-0.0997252314743339,0,0,0,0,0,-0.0177016626335102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710035615453163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_356_H,-0.00430217046832035,-0.00118395802609696,0.560640947533455,-0.00646172282339862,-4.2910703638107e-05,0.0359442101445911,-2.27765199249077e-06,-7.55838809859457e-06,2.7796032872122e-05,-1.95991209251673e-05,-3.24375199419982e-07,-1.69654775315252e-05,0,0,0,0,0,0,-2.85551533862143e-05,-8.79551967080207e-05,0.000593311190528609,-1.84661605277223e-05,-0.000134049699565599,-3.42505564883951e-06,-8.77160039515762e-05,-6.80660832789688e-05,-0.00053110564958962,-1.41008517912072e-05,-7.36867375288898e-05,-0.00041859770771545,-0.00152816555077138,0.00118131192650793,-3.05728338396616e-05,-8.91506611930498e-05,-0.000948655366778241,-9.40853938709392e-05,-4.05992196193014e-07,-0.000183499379769708,0.00120778821247373,-0.000266602183040453,-0.000596271453550842,-2.0184567287673e-05,-0.000437930939123147,-6.55172295477465e-07,-4.34468720556114e-07,-2.02338658255865e-08,-2.02338658255865e-08,-6.10567945712313e-07,-0.0022487492771466,-2.20361293642751e-05,-0.00011799112051248,-1.12583493040297e-05,-9.58567232979751e-05,-0.000419358990692532,-1.51334216513384e-06,-2.35961802089604e-07,7.34089196284492e-06,-8.87368556770326e-09,-2.44113040981506e-07,-7.49369492262054e-07,-8.64746790612035e-07,-2.92493614874354e-06,-1.38451008345857e-07,-4.95087447884058e-06,-7.82727298623713e-06,0,0,0,0,-4.74116487957169e-06,-3.3395484369096e-05,-2.36594833201782e-06,-0.000102455442532746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83470898884486e-07,1.07984697687003e-05,-2.39219515472949e-06,-1.35457509027509e-08,-5.93099057303615e-07,0,0,0,0,0,-0.000203223245612296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_357_H,-9.06949517399237e-06,-2.49592657542652e-06,0.00124538288539454,2.86919764184765e-05,-9.04609481247197e-08,-8.85339970062613e-06,-2.71795288680612e-07,-9.01952660894018e-07,3.31693814663603e-06,-2.33878957246523e-06,-3.87081306792491e-08,-2.02451334904887e-06,-3.91967673902987e-08,-2.14323337611227e-07,-1.53438722391183e-06,-1.43526890704488e-08,-3.99015856977089e-07,-1.33798138850398e-06,-4.88589477400387e-05,-0.000150494669081227,0.00049979821112691,-3.15962992732066e-05,-0.000108410078220379,-5.8603997915894e-06,-0.00015008540122583,-7.56723175612153e-06,-5.90455531422053e-05,-1.56765907956622e-06,-8.19210674938153e-06,-4.65375075848204e-05,-2.10100209973878e-05,6.7824705751258e-05,-4.20331344726821e-07,-1.22569001941675e-06,-1.30426112309852e-05,-8.78581872522896e-07,-3.69944026786345e-09,-1.71354151852743e-06,8.9348312390094e-06,-2.48956650503774e-06,-5.56806182807999e-06,-1.88486163410171e-07,-4.02078169133827e-06,-2.1886786229485e-07,-1.42480452232546e-07,-6.75935626365211e-09,-6.75935626365211e-09,-2.03967264773344e-07,0,-4.96264384711839e-09,-2.6572176018133e-08,-2.53543519275807e-09,-2.15874017716939e-08,-9.44416907566353e-08,-0.00318321410777197,-0.000267974720995352,0.00748452517335999,-1.00775777822835e-05,-0.000277231837818839,-0.000851036391623659,-1.460762834965e-09,-4.94091226138718e-09,-2.3387665574557e-10,-8.36012375699628e-09,-1.30034580738061e-08,0,0,0,0,-2.52396965840241e-10,-1.77781603079084e-09,-1.25951785163401e-10,-5.45423824860114e-09,0,0,0,0,-7.03864328562442e-09,0,-2.40437026537224e-08,3.35913629403845e-08,-6.86953686243735e-08,-8.71422931267683e-10,-2.39209745606089e-07,0,-4.11858144899384e-08,0,-5.3401836768475e-05,0.0020342762597738,-0.000450655131351803,-2.55182447814475e-06,-0.000111731324697886,-0.000250470614658531,0,0,0,0,-1.08186346359216e-08,0,0,0,0,0,0,-3.98666202343132e-08,-1.05072892792863e-09,1.73031413453127e-06,-1.22980516980404e-06,-3.70067644601868e-09,-2.89053101878483e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_358_H,-6.96037134000274e-06,-1.91549534666135e-06,0.000955767347193404,2.20196170260806e-05,-6.9424127654021e-08,-6.79452917231122e-06,-2.16828901574825e-05,-7.19546706212244e-05,0.000103105190155888,-0.000186580560860349,-3.08800108270422e-06,0,-2.11899586116414e-09,-1.15864214216164e-08,-8.29497020638717e-08,-7.75913187789668e-10,-2.15709867360792e-08,-7.23319093210808e-08,-3.68988527548343e-07,-1.13655346495829e-06,9.2072731066343e-06,-2.38618973270341e-07,-1.42285534801903e-06,-4.42584294170367e-08,-1.13346262591404e-06,-8.0691447102211e-06,-6.29618767013554e-05,-1.67163744642535e-06,-8.73546588405518e-06,-4.96242080667283e-05,-0.000793263763048325,0.000618562220387409,-1.58702185155654e-05,-4.62777013528064e-05,-0.000492442671349734,-5.59348625690319e-05,-2.41367089660131e-07,-0.000109092518685746,0.00072023026947704,-0.000158498103217036,-0.000354490324544467,-1.1999960363668e-05,-0.0002559828268244,0,0,0,0,0,-0.000311670316233898,0,0,0,0,0,-0.0203449822389306,-0.0026861420457427,0.0885323010582146,-0.000101016264891283,-0.00277893412191153,-0.00853067268997031,-1.88193152262068e-09,-6.36548131745853e-09,-3.01308220826441e-10,-1.07705234927327e-08,-1.67526288774718e-08,0,0,0,0,0,0,0,0,0,0,-0.0102942375762172,0,0,0,0,0,0,0,0,0,0,0,-0.000219153539493479,0.00834838031077175,-0.00184942453486824,-1.04723245564779e-05,-0.000458529458190698,0,0,0,0,0,0,0,0,0,0,0,0,-1.94838177444175e-09,0,8.45647939044e-08,-6.01036647921833e-08,-1.80861344607355e-10,-1.41267504552884e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_359_H,0,0,0,0,0,0,-9.38743271885678e-07,-3.11521953189044e-06,4.18054478382475e-06,0,-1.33692520642315e-07,0,0,0,0,0,0,0,-2.89358987792033e-10,-8.91279635106737e-10,9.08022875735096e-09,-1.8712382477646e-10,-1.34828747428914e-09,0,-8.888558143359e-10,-4.05032358907474e-06,0.000399386076967875,-8.39081814093745e-07,-4.38478485668115e-06,-2.49089721079392e-05,-2.29994722058862e-06,1.7915160923276e-05,-2.90125604170512e-07,-8.46008897195528e-07,-9.00241086186411e-06,0,0,0,0,0,0,0,0,-1.51750658844771e-09,-1.00631414128687e-09,0,0,-1.41419423060035e-09,0,-2.52927958760996e-08,-1.35428744176489e-07,-1.29221936457813e-08,-1.10023157681131e-07,-4.81335046416501e-07,-1.14491805461719e-07,-1.32170059935508e-08,3.93353110903356e-07,0,-1.36735840173456e-08,-4.19746797274016e-08,0,0,0,0,0,0,0,0,0,-3.12452652688052e-10,-2.20083206215538e-09,0,-6.75202732130607e-09,0,0,0,0,-9.29222737227109e-09,-2.56018307234097e-08,-3.1741848942107e-08,4.434641301173e-08,-9.06897762503996e-08,-1.15042909352834e-09,-3.15798266176479e-07,0,0,-9.09970981994234e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47140916064291e-08,0,1.64013866208767e-06,-5.01886754783009e-07,-3.22238555457672e-09,-2.51694670848864e-08,0,0,0,0,0,0,0,0,0,3.25937749018504e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_360_H,-0.000131930784978968,-3.63073738977401e-05,0.0157734598029145,0.000352978520188169,-1.315903880765e-06,0,-1.60096474655837e-05,-5.31280148440204e-05,0.000104993564229854,-0.000137762492989167,-2.28003777856039e-06,-2.88654404290656e-05,0,0,0,0,0,0,-5.69929801732887e-08,-1.75549005614447e-07,1.42213075594246e-06,-3.6856447822176e-08,-2.19770428034513e-07,-6.83603852679566e-09,-1.75071602889928e-07,-1.58589981255573e-06,-1.23744500866809e-05,-3.28541575117503e-07,-1.71685775948e-06,-9.75308103863396e-06,-0.00146847909735991,0.00114507397585489,-2.93787328329307e-05,-8.56686518104834e-05,-0.000911603180695281,-0.00628506387170442,-1.57e-05,-0.0122580697685424,0,-0.0178094779625793,-0.0609143779308895,-0.00134836332619026,-0.0401302368499833,-3.01832248893756e-07,-1.96489310352993e-07,-9.32156818612203e-09,-9.32156818612203e-09,-2.81283408088074e-07,-0.000576959853678771,-4.70944690281836e-09,-2.52164483095849e-08,-2.40607583047986e-09,-2.04860001131518e-08,-8.96232213579107e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.71621695737301e-10,-4.73072175544482e-09,-3.35154391618668e-10,-1.45135846989516e-08,0,0,0,0,-1.39985760627971e-09,0,-4.78185335967839e-09,6.68070862653874e-09,-1.36622542701405e-08,0,-4.75744498328007e-08,0,-8.19110634606489e-09,0,-1.0168539258036e-07,3.87357800048777e-06,-8.58117374286903e-07,-4.85907020354592e-09,-2.12753798426185e-07,0,0,0,0,0,0,0,0,0,0,0,0,-1.19077689500988e-09,0,5.16827882674501e-08,-3.67330757651214e-08,0,-8.63373301084559e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15544281002842e-08,1.62650988593081e-07,-1.43050204360201e-09,-3.93527809081846e-08,0,0,0,0,0,0,0,0,0,0,0,0
